3723|東証マザーズ|日本ファルコム
1982|東証１部|日比谷総合設備
2304|東証JASDAQ（スタンダード）|ＣＳＳホールディングス
4755|東証１部|楽天グループ
4689|東証１部|Ｚホールディングス
9945|東証１部|プレナス
8179|東証１部|ロイヤルホールディングス
