2015-07-31|5|1410997|-315395
2015-08-01|6|1407693|3304
2015-08-02|0|1399409|8284
2015-08-03|1|1397396|2013
2015-08-04|2|1393537|3859
2015-08-05|3|1391488|2049
2015-08-06|4|1388074|3414
2015-08-07|5|1319808|68266
2015-08-08|6|1314236|5572
2015-08-09|0|1313435|801
2015-08-10|1|1268021|45414
2015-08-11|2|1259022|8999
2015-08-12|3|1237959|21063
2015-08-13|4|1234280|3679
2015-08-14|5|1229809|4471
2015-08-15|6|1227635|2174
2015-08-16|0|1225605|2030
2015-08-17|1|1222612|2993
2015-08-18|2|1221809|803
2015-08-19|3|1219414|2395
2015-08-20|4|1216712|2702
2015-08-21|5|1207830|8882
2015-08-22|6|1202757|5073
2015-08-23|0|1200146|2611
2015-08-24|1|1199163|983
2015-08-25|2|1196935|2228
2015-08-26|3|1195271|1664
2015-08-27|4|1072966|122305
2015-08-28|5|1070676|2290
2015-08-29|6|1061528|9148
2015-08-30|0|1060687|841
2015-08-31|1|1425144|-364457
2015-09-01|2|1423156|1988
2015-09-02|3|1420663|2493
2015-09-03|4|1414778|5885
2015-09-04|5|1408304|6474
2015-09-05|6|1406523|1781
2015-09-06|0|1399786|6737
2015-09-07|1|1374972|24814
2015-09-08|2|1370086|4886
2015-09-09|3|1300296|69790
2015-09-10|4|1290467|9829
2015-09-11|5|1287701|2766
2015-09-12|6|1282291|5410
2015-09-13|0|1279093|3198
2015-09-14|1|1276719|2374
2015-09-15|2|1275219|1500
2015-09-16|3|1273597|1622
2015-09-17|4|1271510|2087
2015-09-18|5|1269500|2010
2015-09-19|6|1260066|9434
2015-09-20|0|1242087|17979
2015-09-21|1|1230784|11303
2015-09-22|2|1229344|1440
2015-09-23|3|1227751|1593
2015-09-24|4|1223762|3989
2015-09-25|5|1221216|2546
2015-09-26|6|1218430|2786
2015-09-27|0|1215101|3329
2015-09-28|1|1148715|66386
2015-09-29|2|1145645|3070
2015-09-30|3|1434096|-288451
2015-10-01|4|1432296|1800
2015-10-02|5|1430724|1572
2015-10-03|6|1422724|8000
2015-10-04|0|1421013|1711
2015-10-05|1|1401931|19082
2015-10-06|2|1395541|6390
2015-10-07|3|1325554|69987
2015-10-08|4|1320186|5368
2015-10-09|5|1313578|6608
2015-10-10|6|1311516|2062
2015-10-11|0|1309074|2442
2015-10-12|1|1305627|3447
2015-10-13|2|1303956|1671
2015-10-14|3|1300841|3115
2015-10-15|4|1297855|2986
2015-10-16|5|1285050|12805
2015-10-17|6|1283215|1835
2015-10-18|0|1280450|2765
2015-10-19|1|1278973|1477
2015-10-20|2|1277601|1372
2015-10-21|3|1275424|2177
2015-10-22|4|1272476|2948
2015-10-23|5|1269902|2574
2015-10-24|6|1264992|4910
2015-10-25|0|1264992|0
2015-10-26|1|1177715|87277
2015-10-27|2|1109570|68145
2015-10-28|3|1107119|2451
2015-10-29|4|1105944|1175
2015-10-30|5|1391458|-285514
2015-10-31|6|1388571|2887
2015-11-01|0|1386854|1717
2015-11-02|1|1376416|10438
2015-11-03|2|1367116|9300
2015-11-04|3|1364990|2126
2015-11-05|4|1329607|35383
2015-11-06|5|1258163|71444
2015-11-07|6|1251966|6197
2015-11-08|0|1249542|2424
2015-11-09|1|1244751|4791
2015-11-10|2|1242564|2187
2015-11-11|3|1239944|2620
2015-11-12|4|1238038|1906
2015-11-13|5|1236121|1917
2015-11-14|6|1198496|37625
2015-11-15|0|1188650|9846
2015-11-16|1|1186456|2194
2015-11-17|2|1184245|2211
2015-11-18|3|1181842|2403
2015-11-19|4|1178462|3380
2015-11-20|5|1176456|2006
2015-11-21|6|1174173|2283
2015-11-22|0|1171483|2690
2015-11-23|1|1170461|1022
2015-11-24|2|1168616|1845
2015-11-25|3|1166449|2167
2015-11-26|4|1162596|3853
2015-11-27|5|1095779|66817
2015-11-28|6|1086571|9208
2015-11-29|0|1082047|4524
2015-11-30|1|1360779|-278732
2015-12-01|2|1357999|2780
2015-12-02|3|1355343|2656
2015-12-03|4|1353556|1787
2015-12-04|5|1349211|4345
2015-12-05|6|1345697|3514
2015-12-06|0|1343088|2609
2015-12-07|1|1269437|73651
2015-12-08|2|1263842|5595
2015-12-09|3|1260491|3351
2015-12-10|4|1257970|2521
2015-12-11|5|1256318|1652
2015-12-12|6|1256318|0
2015-12-13|0|1253470|2848
2015-12-14|1|1251497|1973
2015-12-15|2|1249098|2399
2015-12-16|3|1247513|1585
2015-12-17|4|1245252|2261
2015-12-18|5|1240484|4768
2015-12-19|6|1225670|14814
2015-12-20|0|1220798|4872
2015-12-21|1|1220726|72
2015-12-22|2|1217300|3426
2015-12-23|3|1216059|1241
2015-12-24|4|1211546|4513
2015-12-25|5|1207613|3933
2015-12-26|6|1206175|1438
2015-12-27|0|1201367|4808
2015-12-28|1|1113020|88347
2015-12-29|2|1428148|-315128
2015-12-30|3|1426776|1372
2015-12-31|4|1423476|3300
2016-01-01|5|1420476|3000
2016-01-02|6|1420255|221
2016-01-03|0|1409718|10537
2016-01-04|1|1382800|26918
2016-01-05|2|1348176|34624
2016-01-06|3|1276052|72124
2016-01-07|4|1272651|3401
2016-01-08|5|1266261|6390
2016-01-09|6|1264727|1534
2016-01-10|0|1261778|2949
2016-01-11|1|1234246|27532
2016-01-12|2|1231669|2577
2016-01-13|3|1225932|5737
2016-01-14|4|1225327|605
2016-01-15|5|1221798|3529
2016-01-16|6|1215181|6617
2016-01-17|0|1214248|933
2016-01-18|1|1212191|2057
2016-01-19|2|1206296|5895
2016-01-20|3|1203831|2465
2016-01-21|4|1202016|1815
2016-01-22|5|1199245|2771
2016-01-23|6|1175410|23835
2016-01-24|0|1172172|3238
2016-01-25|1|1170323|1849
2016-01-26|2|1168014|2309
2016-01-27|3|1101822|66192
2016-01-28|4|1099864|1958
2016-01-29|5|1452792|-352928
2016-01-30|6|1451924|868
2016-01-31|0|1449503|2421
2016-02-01|1|1438462|11041
2016-02-02|2|1436640|1822
2016-02-03|3|1430522|6118
2016-02-04|4|1412280|18242
2016-02-05|5|1395371|16909
2016-02-06|6|1387791|7580
2016-02-07|0|1383200|4591
2016-02-08|1|1375842|7358
2016-02-09|2|1305940|69902
2016-02-10|3|1303687|2253
2016-02-11|4|1303106|581
2016-02-12|5|1300951|2155
2016-02-13|6|1299499|1452
2016-02-14|0|1297789|1710
2016-02-15|1|1247189|50600
2016-02-16|2|1243827|3362
2016-02-17|3|1242057|1770
2016-02-18|4|1240257|1800
2016-02-19|5|1236563|3694
2016-02-20|6|1232857|3706
2016-02-21|0|1231939|918
2016-02-22|1|1227973|3966
2016-02-23|2|1218037|9936
2016-02-24|3|1216373|1664
2016-02-25|4|1214693|1680
2016-02-26|5|1212411|2282
2016-02-27|6|1210711|1700
2016-02-28|0|1210090|621
2016-02-29|1|1439986|-229896
2016-03-01|2|1462848|-22862
2016-03-02|3|1460085|2763
2016-03-03|4|1442041|18044
2016-03-04|5|1437660|4381
2016-03-05|6|1425844|11816
2016-03-06|0|1425844|0
2016-03-07|1|1343418|82426
2016-03-08|2|1337894|5524
2016-03-09|3|1335813|2081
2016-03-10|4|1334055|1758
2016-03-11|5|1330768|3287
2016-03-12|6|1311338|19430
2016-03-13|0|1309964|1374
2016-03-14|1|1308086|1878
2016-03-15|2|1306074|2012
2016-03-16|3|1304524|1550
2016-03-17|4|1302946|1578
2016-03-18|5|1301143|1803
2016-03-19|6|1297750|3393
2016-03-20|0|1295137|2613
2016-03-21|1|1293654|1483
2016-03-22|2|1290949|2705
2016-03-23|3|1289776|1173
2016-03-24|4|1287355|2421
2016-03-25|5|1285602|1753
2016-03-26|6|1284382|1220
2016-03-27|0|1280058|4324
2016-03-28|1|1213111|66947
2016-03-29|2|1210925|2186
2016-03-30|3|1208159|2766
2016-03-31|4|1508714|-300555
2016-04-01|5|1506749|1965
2016-04-02|6|1505771|978
2016-04-03|0|1499473|6298
2016-04-04|1|1480688|18785
2016-04-05|2|1459239|21449
2016-04-06|3|1387859|71380
2016-04-07|4|1385794|2065
2016-04-08|5|1377559|8235
2016-04-09|6|1371458|6101
2016-04-10|0|1371458|0
2016-04-11|1|1369049|2409
2016-04-12|2|1367346|1703
2016-04-13|3|1365542|1804
2016-04-14|4|1363396|2146
2016-04-15|5|1358601|4795
2016-04-16|6|1334359|24242
2016-04-17|0|1330951|3408
2016-04-18|1|1328447|2504
2016-04-19|2|1325787|2660
2016-04-20|3|1322862|2925
2016-04-21|4|1321265|1597
2016-04-22|5|1319178|2087
2016-04-23|6|1317031|2147
2016-04-24|0|1308999|8032
2016-04-25|1|1306567|2432
2016-04-26|2|1304361|2206
2016-04-27|3|1237820|66541
2016-04-28|4|1572733|-334913
2016-04-29|5|1568952|3781
2016-04-30|6|1566463|2489
2016-05-01|0|1564660|1803
2016-05-02|1|1546213|18447
2016-05-03|2|1541699|4514
2016-05-04|3|1541479|220
2016-05-05|4|1539959|1520
2016-05-06|5|1536662|3297
2016-05-07|6|1506376|30286
2016-05-08|0|1504063|2313
2016-05-09|1|1431234|72829
2016-05-10|2|1422651|8583
2016-05-11|3|1405144|17507
2016-05-12|4|1403387|1757
2016-05-13|5|1401287|2100
2016-05-14|6|1400667|620
2016-05-15|0|1396523|4144
2016-05-16|1|1394413|2110
2016-05-17|2|1391306|3107
2016-05-18|3|1389055|2251
2016-05-19|4|1418914|-29859
2016-05-20|5|1417107|1807
2016-05-21|6|1412169|4938
2016-05-22|0|1409729|2440
2016-05-23|1|1407593|2136
2016-05-24|2|1406346|1247
2016-05-25|3|1404265|2081
2016-05-26|4|1402194|2071
2016-05-27|5|1399496|2698
2016-05-28|6|1394713|4783
2016-05-29|0|1389590|5123
2016-05-30|1|1382034|7556
2016-05-31|2|1733781|-351747
2016-06-01|3|1726413|7368
2016-06-02|4|1724519|1894
2016-06-03|5|1722202|2317
2016-06-04|6|1710292|11910
2016-06-05|0|1703029|7263
2016-06-06|1|1696744|6285
2016-06-07|2|1694885|1859
2016-06-08|3|1609701|85184
2016-06-09|4|1607983|1718
2016-06-10|5|1603472|4511
2016-06-11|6|1598056|5416
2016-06-12|0|1597420|636
2016-06-13|1|1594914|2506
2016-06-14|2|1592413|2501
2016-06-15|3|1590863|1550
2016-06-16|4|1589572|1291
2016-06-17|5|1587261|2311
2016-06-18|6|1578674|8587
2016-06-19|0|1570169|8505
2016-06-20|1|1568129|2040
2016-06-21|2|1566066|2063
2016-06-22|3|1564118|1948
2016-06-23|4|1562382|1736
2016-06-24|5|1561340|1042
2016-06-25|6|1556189|5151
2016-06-26|0|1555653|536
2016-06-27|1|1428752|126901
2016-06-28|2|1427104|1648
2016-06-29|3|1424133|2971
2016-06-30|4|1698277|-274144
2016-07-01|5|1696115|2162
2016-07-02|6|1688124|7991
2016-07-03|0|1681567|6557
2016-07-04|1|1679530|2037
2016-07-05|2|1659977|19553
2016-07-06|3|1588288|71689
2016-07-07|4|1584203|4085
2016-07-08|5|1578735|5468
2016-07-09|6|1577847|888
2016-07-10|0|1574391|3456
2016-07-11|1|1572221|2170
2016-07-12|2|1570454|1767
2016-07-13|3|1566285|4169
2016-07-14|4|1564135|2150
2016-07-15|5|1562042|2093
2016-07-16|6|1560441|1601
2016-07-17|0|1554276|6165
2016-07-18|1|1552268|2008
2016-07-19|2|1546551|5717
2016-07-20|3|1544497|2054
2016-07-21|4|1542127|2370
2016-07-22|5|1539724|2403
2016-07-23|6|1538420|1304
2016-07-24|0|1537270|1150
2016-07-25|1|1535199|2071
2016-07-26|2|1533408|1791
2016-07-27|3|1464651|68757
2016-07-28|4|1461871|2780
2016-07-29|5|1781414|-319543
2016-07-30|6|1779156|2258
2016-07-31|0|1775686|3470
2016-08-01|1|1759025|16661
2016-08-02|2|1756392|2633
2016-08-03|3|1686531|69861
2016-08-04|4|1683969|2562
2016-08-05|5|1669459|14510
2016-08-06|6|1666007|3452
2016-08-07|0|1661930|4077
2016-08-08|1|1659399|2531
2016-08-09|2|1657158|2241
2016-08-10|3|1655767|1391
2016-08-11|4|1637724|18043
2016-08-12|5|1636887|837
2016-08-13|6|1633156|3731
2016-08-14|0|1630844|2312
2016-08-15|1|1629509|1335
2016-08-16|2|1622326|7183
2016-08-17|3|1619638|2688
2016-08-18|4|1617821|1817
2016-08-19|5|1615035|2786
2016-08-20|6|1606343|8692
2016-08-21|0|1605440|903
2016-08-22|1|1599832|5608
2016-08-23|2|1597771|2061
2016-08-24|3|1596022|1749
2016-08-25|4|1591213|4809
2016-08-26|5|1595186|-3973
2016-08-27|6|1572950|22236
2016-08-28|0|1569737|3213
2016-08-29|1|1501667|68070
2016-08-30|2|1499613|2054
2016-08-31|3|1894746|-395133
2016-09-01|4|1892530|2216
2016-09-02|5|1876184|16346
2016-09-03|6|1872204|3980
2016-09-04|0|1869863|2341
2016-09-05|1|1840728|29135
2016-09-06|2|1771443|69285
2016-09-07|3|1569932|201511
2016-09-08|4|1761581|-191649
2016-09-09|5|1754890|6691
2016-09-10|6|1753924|966
2016-09-11|0|1748501|5423
2016-09-12|1|1742616|5885
2016-09-13|2|1740232|2384
2016-09-14|3|1737216|3016
2016-09-15|4|1721398|15818
2016-09-16|5|1718715|2683
2016-09-17|6|1712325|6390
2016-09-18|0|1709778|2547
2016-09-19|1|1706313|3465
2016-09-20|2|1704074|2239
2016-09-21|3|1680460|23614
2016-09-22|4|1679574|886
2016-09-23|5|1677384|2190
2016-09-24|6|1671057|6327
2016-09-25|0|1668023|3034
2016-09-26|1|1665778|2245
2016-09-27|2|1597171|68607
2016-09-28|3|1594905|2266
2016-09-29|4|1592583|2322
2016-09-30|5|1872719|-280136
2016-10-01|6|1871964|755
2016-10-02|0|1870745|1219
2016-10-03|1|1868556|2189
2016-10-04|2|1866689|1867
2016-10-05|3|1779158|87531
2016-10-06|4|1772609|6549
2016-10-07|5|1766116|6493
2016-10-08|6|1761896|4220
2016-10-09|0|1758649|3247
2016-10-10|1|1757655|994
2016-10-11|2|1752742|4913
2016-10-12|3|1749799|2943
2016-10-13|4|1748027|1772
2016-10-14|5|1746683|1344
2016-10-15|6|1736191|10492
2016-10-16|0|1814249|-78058
2016-10-17|1|1811911|2338
2016-10-18|2|1770941|40970
2016-10-19|3|1688428|82513
2016-10-20|4|1666665|21763
2016-10-21|5|1659730|6935
2016-10-22|6|1654021|5709
2016-10-23|0|1654557|-536
2016-10-24|1|1652126|2431
2016-10-25|2|1649921|2205
2016-10-26|3|1647976|1945
2016-10-27|4|1581759|66217
2016-10-28|5|1580136|1623
2016-10-29|6|1574629|5507
2016-10-30|0|1571026|3603
